user_id,book_id,review_id,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments,classify
b9450d1c1f97f891c392b1105959b56e,7092507,5c4df7e70e9b438c761f07a4620ccb7c,"** spoiler alert ** 
 This is definitely one of my favorites among the ""food books"" I've read! I loved the characters (Raggedy Ann and Ken Carson included)! Even though Kayla is a pessimist (which I usually dislike in a character), her personality is the perfect formula in the story. 
 Kayla is the school rebel, she wears unusual clothes, makes fun of the ""popular"" crowd in school, and she only have one friend in school---Nicole. Lately, things have been changing around her. Her mother barely talks to her and her best friend is dating her long-time crush Ben! On her disastrous 16th birthday party, she made a wish to make all her birthday wishes come true. The following day she wakes up with a pink pony on her backyard! The next day it was a room full of gumballs, and the next her Raggedy doll Ann was brought to life! She figured out that her birthday wishes are coming true and she have to find a way to stop it before her 15th birthday wish comes true---which is a kiss from Ben! 
 I really had fun reading it. It reminded me a lot of my childhood and my silly wishes. I might have wished for a one year supply of chocolates or a new BMX bike before, LOL! Also, there are a lot hilarious events that occurred in the story. My favorite is definitely Ken's dancing pecs! haha! The story ended abruptly though. I wish we found out what happened to Ann, Ken, the pony and the rest of her wishes...instead of Kayla waking up the following day with them gone. 
 Overall it was a quick read. If you are looking for something light and fun, this is perfect for you!",Sat Nov 10 06:06:13 -0800 2012,Sun Nov 11 05:38:36 -0800 2012,Sun Nov 11 05:38:36 -0800 2012,Sat Nov 10 00:00:00 -0800 2012,1,0,1
b9450d1c1f97f891c392b1105959b56e,5576654,8eaeaf13213eeb16ad879a2a2591bbe5,"** spoiler alert ** 
 ""You are what you drink."" 
 I'm a huge fan of coffee but I don't buy my coffee in Starbucks or other coffee shops because I find it expensive. If you drink too much coffee like I do, it's economical to make it myself. LOL. So, I'm not very familiar with the kind of coffee and lattes being mentioned in the book. However, I find Jane's match making skills amusing. It sound unreal but interesting nonetheless. 
 Jane Turner is a teenage employee of Wired Joe's coffee shop. She's been working as a barista for a while now that she can predict a customer's order just by looking at them. She keeps a notebook where she writes her observations. One day, one of her favorite regulars broke up with his girlfriend and Jane got an idea to set him up with her co-worker's friend. She finds the two suitable for each other because of their usual coffee orders and their personalities. To make the story short, her boss found out about her unusual hobby and used it as a promotion for their shop which became very successful. 
 Jane is an unusual character, she's been skipping school and stopped going to the community college for her college credits because she find school ""boring"", but she wants to get in to a fashion school...totally unrelated to coffee (and matchmaking) business right? Anyway, what I didn't like about her character is her un-professionalism at work. She gives away free drinks to cute guys (Will and his friends) and she power trips (sending her co-worker to do bathroom duties for a month because she ratted her out for giving away free coffees). That was totally uncool. Being an assistant manager doesn't allow you to do such thing to your co-workers, it only shows that she's not the best person for the position. Jane is a great friend though, she consoled her broken hearted best friend Em and quickly tried to apologize when her matchmaking plan backfired on them. 
 This is a fun and cute read. Perfect for YA Chick Lit readers and coffee lovers.",Fri Nov 09 21:55:16 -0800 2012,Sat Nov 10 05:41:49 -0800 2012,Sat Nov 10 05:41:49 -0800 2012,Fri Nov 09 00:00:00 -0800 2012,1,0,0
b9450d1c1f97f891c392b1105959b56e,15754052,dce649b733c153ba5363a0413cac988f,"Roar is one of my favorite characters in Under the Never Sky and I'm so happy to read his story. Roar is usually the happy and out going kind of guy but in this book we see his serious side. This novella left me wanting for more! I felt so bad for Liv and Roar...I hate Vale! How could he sell his own sister?!? Anyway, I hope Roar finds Liv in the next book!",Fri Nov 09 00:25:50 -0800 2012,Sat Nov 10 06:14:10 -0800 2012,Sat Nov 10 06:14:10 -0800 2012,Fri Nov 09 00:00:00 -0800 2012,0,0,1
b9450d1c1f97f891c392b1105959b56e,17020,8a46df0bb997269d6834f9437a4b0a77,"** spoiler alert ** 
 If you feel like travelling to Europe and you don't have the money for it, read this book and you'll experience the beauty and madness of Europe! 
 When I read Aunt Peg's first envelope, I thought this is just a simple adventure she made up for Ginny. I thought she just want Ginny to loosen up a bit and try to have fun. However, as I continue reading her little blue envelopes, I realized that Aunt Peg want Ginny to get something more than just fun on her Europe escapade. Sometimes I find Aunt Peg's instructions crazy and unsafe...not bringing a cellphone for example, how can you call for help in case of emergency? And that one where she instructed Ginny to ask a guy out in Rome---she almost got raped by that guy! 
 Anyway, I find Ginny's character admirable. You can see how much she loved and trusted her Aunt that she followed all the instructions in the letters and left the US with only $1000 in her pocket. I would never go anywhere without my phone or laptop! 
 I wasn't very satisfied with how things ended in this book. I was disappointed when Ginny lost the 13th envelope. Sure we learned that Aunt Peg married Richard, they sold her expensive art, etc.. however, we never knew what her final words were. =( I wasn't crazy about the Keith and Ginny ""romance"" either. 
 Overall,it was a good read---perfect for summer reading!",Thu Nov 01 00:28:39 -0700 2012,Sat Nov 03 11:35:22 -0700 2012,Sat Nov 03 11:35:22 -0700 2012,Thu Nov 01 00:00:00 -0700 2012,0,0,1
b9450d1c1f97f891c392b1105959b56e,12551082,d11d3091e22f1cf3cb865598de197599,"3.5 stars 
 I read and enjoyed the first two novels from this series and I have to say that in this book I miss the ""sporty"" part of this supposedly sports contemporary novel. Anyhow, I still liked it and there were a lot of lessons pertaining to faith and religious belief. I have nothing against Christian novels, I read them occasionally and enjoy them most of the time. On this particular novel though, you have to understand that the heroine is a teenager and is in a process of finding herself. You have to be patient with Kate and keep an open mind as you read a long because she's a little confused. She's also re-evaluating her choices and decisions made in the past few months. 
 Kate was raised in a Christian family and have been a regular church attendee of Forrest Sanctuary all her life. (Note: In Stealing Parker, Parker used to go to the same church as Kate's and was shunned by the said church members after her mom's ""scandal""). Anyway, Kate have been carrying a guilt for assisting her best friend to go through abortion. She felt like she and her bestfriend needed saving and tried to involve Emily to find forgiveness through prayers. However, Emily had a change of heart since her abortion. She no longer share the same faith as Kate's thus their misunderstanding. When Emily's family found out about the abortion, she was kicked out of her house and had to work to support herself. She's supposed to go to a summer camp as a councilor with Kate, but due to her current situation, Kate had to go alone. There she reunites with Matt, the first and only guy she kissed. 
 Kate's character wasn't very easy to like. She's uptight and judgmental. However, I understand where she's coming from. She is what she is because of her upbringing. She's a good kid and she just followed what her parents and her church says. Matt on the other hand is a laid-back college student. Even though he's a Christian, he joined a fraternity, drinks beer occasionally and hangs out with non-Christian kids. He's sweet and kind though. Despite their differences, they were attracted to each other. Most of the time, Kate's actions and thoughts were annoying but I'm glad she learned a few things in the end. She became open-minded about other people's belief and learned to respect them. 
 I think the main lesson in this book is for us to understand that religions and churches are not perfect. I'm a Roman Catholic and I have friends who are from different religious groups (INC, Mormons, Baptists, Born Again, Muslims, etc) and I never had a hard time talking about religion with them. In fact i'm fascinated with the similarities with the religions. Respect and open-mindedness is very important when you deal with people who have different values and religious beliefs, otherwise, you'll have problems like Kate had. 
 Anyway, this was a good read. I only recommend this book to YA readers who don't have issues in reading books about religion.",Thu Oct 18 00:57:00 -0700 2012,Mon Apr 01 23:00:51 -0700 2013,Sat Mar 30 00:00:00 -0700 2013,Fri Mar 29 00:00:00 -0700 2013,0,0,0
b9450d1c1f97f891c392b1105959b56e,16070903,5a91f2bf60761906d757724bf70b4e2e,"Blaire Wynn didn't want to ask her dad for help. He left when her sister died in a car accident and never called back when she informed him about her mother's cancer. There is no love lost between them, but he is the only family she have left. Her mother died just a few weeks ago and she have to sell their house to cover her mother's medical bills. With only 20 dollars left on her pocket she drove from Alabama to Florida to live with her dad and his new family. Unfortunately, when she reached Rosemary Beach, she learned that her dad is away on a trip with his wife. With no money, no gas, and an empty stomach, Blaire was ready to fall apart. However, when her silver-eyed stepbrother offered her a place to stay, she immediately accepted. Rush was rude, insensitive, and a certified player... but, he's also sexy as hell! How long can Blaire ignore her attraction to her step brother? She's innocent, he's worldly, she's poor, he's insanely rich. He is definitely out of her league, but are those reasons enough to stay away from him? 
 ""I didn't fit in with them. I'd never fit in at my high school either. My life was just one big awkward moment."" 
 - Blaire 
 This book started so well, Blaire came to Rosemary Beach packing a 9mm gun. I was like woah, this girl is a bad ass! Also, Blaire have been through a lot--her twin sister died in a car accident, her father left them, and the most recent one is her mother's death from cancer. Blaire is independent and works hard to support herself. With that in mind, I was expecting her to be different. I thought she can handle herself around Rush and give the guy a hard time chasing her, but no! Just one look at Rush and poof, the fierce Blaire was gone. Despite that, her character isn't that bad. She's a good girl and a hard worker. I also liked her friendship with Bethy and Jimmy. 
 ""I know my actions don't appear to back that up but if you'd just let me explain. God, baby, I can't stand seeing you in so much pain."" 
 - Rush 
 Rush is an intriguing character. I liked him in the beginning because he's hot! However, as I read along, I realized that he doesn't have any other admirable characteristics. Sure he was a great brother (to Nan at least) and he's protective of Blaire, but I don't know... it felt like he's not showing his feelings correctly, probably his secret is affecting his behavior. 
 Anyway, there's one character I really loved in this book--- Woods! Even though Blaire didn't even try to get to know the guy, Woods was nice and decent. He's always looking out for her and helps her whenever he can. I think he's the only guy who have an actual job in this book! LOL. I'm looking forward to read his story! 
 This is a fast-paced, hot and addictive read. Highly recommended to New Adult Fiction readers. 
 PS. Thanks to my GR friends who informed me about the cliff hanger ending! =D 
 PPS. I'm reserving my comments about Nan for my review of Book 2. 
 On to the next book...",Mon Oct 08 23:14:34 -0700 2012,Wed Feb 27 07:17:38 -0800 2013,Tue Feb 26 00:00:00 -0800 2013,Mon Feb 25 00:00:00 -0800 2013,2,0,1
b9450d1c1f97f891c392b1105959b56e,13638570,a7a503b9640bf3f4130551cce023010f,"2.5 - 3 Stars 
 WARNING: SPOILERS AHEAD! 
 I've been waiting for this book to come out since last year. I loved the first two books in this series even though the second book ended with Emma leaving Evan. I wasn't able to read Out of Breath as soon as it came out because I joined a reading challenge and I actually have to follow a reading list. So, when I finally got around reading it, there are a lot of reviews in GR already and being a natural curious, I read them. Unfortunately, the reviews are not what I was expecting. A lot were disappointed, and even though it pains me to say this: I agree with them. 
 The book is written in 2 POV's- Emma and Evan's, but majority of the chapters were written in Emma's POV (Chapters 1-14 are all written in Emma's POV). Okay, here it goes: It was bad. Not the writing style, but the story. It was painful to see Emma like that. She's self-destructive. I think I liked the Emma before despite the abuse and battery she experienced because I can offer sympathy to those kind of characters. It wasn't their choice to be in that situation in the first place. However,in this book, Emma was almost always drunk, she makes out with guys she doesn't know, and does other impulsive stuff. She's really in a bad place and I can't stomach what she's doing to herself. And then she met Cole. I didn't like Cole, but I didn't hate him either. He seems like a nice guy, but I like Evan too much that I couldn't make myself to like him. He was patient with Emma, and he somehow helps her forget her issues. They slept together, a LOT, but get this, THEY ARE NOT DATING. I pretty much skimmed ALL the parts whenever Emma uses Cole as her distraction or as her anesthetic, and by that, I meant them having sex. I'm just so mad at Emma at this point, I almost gave up reading the book and then FINALLY Evan showed up on Emma's mom's funeral. 
 Honestly, Evan is the only reason why I continued reading this book. I was very curious about what happened to him after Emma left. It wasn't revealed in an instant but there were hints that he was really messed up when Emma left. (grrr Emma!) I didn't like his decision to spend the summer in California because it's obvious that he's not over Emma. Plus, Cole and Emma are together even though she says they are NOT DATING. I also think his 2 week deal with Emma was really stupid. I felt really bad for Evan because it's painful to see some one you love with another person. I even wished that he hooked up with Nika, or any girl just to get back at Emma (I know, I sound so immature *sigh*). However, when he finally revealed what happened to him the past 2 years, I was actually RELIEVED that after Emma, he was with Analise. I was relieved because at least he wasn't alone. He had someone who loved and cared for him even if he was at his lowest. 
 What else? Hmmm...I didn't enjoy the epilogue. I also found the switching of POV's a little confusing. Ugh, there's so many things I didn't like about this book. Let me type some things I liked instead: 
 Sara - I love her character. She's a great friend. She kept on taking care of Emma even when she was in France. Emma is so lucky to have Sara as a best friend. 
 Emma and Evan took their time before getting back together - thank God! After so many pages of Emma and Cole having sex, I really didn't want her to get intimate with Evan, at least not until Emma spill out her secrets and forgive herself. I liked that they tried to get to know each other again and started communicating about their feelings before committing in a relationship. 
 HEA - Even though I didn't like Emma here most of the time, I still think that her story deserves a happy ending. I'm glad that Emma and Evan found healing, forgiveness, strength and happiness with each other. 
 I heard Ms. Donovan is writing a novel about Jonathan (the guy Emma left with at the end of Barely Breathing). I don't like Jonathan, in fact I hated it every time Emma mentions or remembers him. So, I probably won't read his book. What I want to read though is a book about Evan. His life two years ago, while he was with Analise... while he was in Yale. We always see Evan as this sweet, caring, understanding guy... I want to see the other side of him, his life without Emma, where he acted out, when he was angry, sad, and confused. This may not happen of course, but IF the author decided to write one, it will make me REALLY happy. 
 3 out of 4 books I've read this week didn't meet my expectations, I hope the next one on my list is good. *fingers crossed*",Thu Oct 04 08:11:18 -0700 2012,Sun Jul 07 06:26:56 -0700 2013,Sun Jul 07 06:26:56 -0700 2013,Thu Jul 04 00:00:00 -0700 2013,2,5,0
b9450d1c1f97f891c392b1105959b56e,11948797,1af0ea59dd1009786d5c3a7a064b5bc2,"4.5 Stars 
 ""You know that feeling of deja vu people talk about? I live it. Every. Single. Day."" 
 This book is about a 16 year-old girl who can predict her next day through dreams. Nara Collins lives her day twice and she finds it boring. One night before she went to sleep she wished for just one ""surprising"" day... she woke up the next day regretting her wish and decided to do something to prevent her dream to happen. 
 I read this book for a reading challenge that I joined and I wasn't expecting much about it. I thought it was just another YA paranormal book, but I was wrong! I had a hard time putting it down. It sucked me in after reading a couple of chapters. I loved the plot, the writing style, the pacing, the characters... I think I liked almost everything about it, LOL! 
 Nara isn't your typical YA heroine. She's tough, independent and athletic. She's not perfect though. When she stopped dreaming her future we learned that she's misusing her gift...she started failing her classes, not performing well as a soccer goalie, and to top it off, her relationship with her best friend became shaky. Through all of that stuff, there's one guy who unexpectedly became her ally. Ethan Harris is a mystery to everyone. He has a bad reputation and keeps to himself until she met Nara. They became good friends and later developed into something more. The chemistry between this two is undeniable, they are just perfect for each other! *sigh* As they get to know each other, their secrets are revealed one by one. 
 The mystery is one of the best things in this book...*note: AVOID READING SPOILERS!* it will make you want to read more. Also, the twists in the plot and the action will keep you on the edge of your seat! There's one thing I didn't like on this book though --- Nara's friends, including Lainey. I think I'm more hurt and annoyed than Nara when Lainey believed Sophia about the whole Jared thing. The way they turned their backs on her when she wasn't performing well on their soccer games made my blood boil. And the pranks...arrgh, thank God for Ethan Harris! 
 Anyway, I am so glad that I have a copy of book 2 handy because the book ended abruptly, there were a lot of questions left unanswered. I immediately jumped to Lucid as soon as I hit the last page of The Brightest Kind of Darkness. I had to find out what happens next! If you plan on reading this, make sure you buy Lucid too. =) 
 This book is highly recommended to readers who like action romance and mystery on their YA books. =)",Wed Sep 26 10:58:15 -0700 2012,Thu Jan 10 05:27:06 -0800 2013,Wed Jan 09 00:00:00 -0800 2013,Tue Jan 08 00:00:00 -0800 2013,2,3,1
b9450d1c1f97f891c392b1105959b56e,13206760,e108216582c20f1d61322d1d4b7bcd35,"** spoiler alert ** 
 4.5 Stars 
 Holy crap! It's only the 10th but I'm already stacking books on my February top reads shelf. This one is definitely one of them. 
 Rieux, France - Scarlet Benoit's grandmother have been missing for three weeks. The detectives didn't find any signs of violence and assumed that her grandmother left on her freewill. Scarlet refused to believe that her mother will leave without notifying her. Everything about it felt wrong, she knew that something happened to her grandmother. As she try to find ways to get information about Michelle Benoit's whereabouts, she encountered Wolf, a shy and handsome street fighter. When her father came back rambling things about being captured, Michelle's secrets and tattooed men, she immediately thought of Wolf and the tattoo on his arm. When she confronted Wolf, the street fighter swore that he has nothing to do about the kidnapping and promise to help her find her grandmother. 
 New Beijing, Eastern Commonwealth - Cinder was able to escape her prison cell with a cadet in tow. With the use of her new hand provided by Dr. Erland and her Lunar abilities, they were able to escape the prison unscathed. The Cadet... er Captain Carswell Thorne proved to be useful when he told Cinder about his spaceship. Though stolen, it was perfectly safe and undetectable. Together they were able to travel without being found. Cinder felt that it's time to learn about her past and her first step is to look for the woman who helped with her adoption. She needs to go to France to find Michelle Benoit. 
 Cinder and Scarlet may have different motives but they both have the same goal. Their paths will eventually cross and will be the beginning of an epic journey. 
 The book is a fairy tale retelling of The Little Red Riding Hood with heavy aspects of sci-fi. In the beginning, I wasn't very interested with Scarlet... I care more about Cinder and Kai, (thank God for the multiple POV's) but as I read along she started to grow on me. Her character isn't hard to like, she's opinionated, strong and independent. Wolf on the other hand was timid and awkward, but he's physically strong and handsome too. I also liked the addition of Captain Thorne and the return of Iko. 
 ""You're ... rather handsome, Captain Thorne."" 
 Cinder groaned. 
 ""And you, my fine lady, are the most gorgeous ship in these skies, and don't let anyone ever tell you different."" 
 The temperature drifted upward, until Cinder dropped her arms with a sigh. ""Iko, are you intentionally blushing?"" 
 The temperature dropped back down to pleasant. ""No,"" Iko said. Then, ""But am I really pretty? Even as a ship?"" 
 ""The prettiest,"" said Thorne. 
 LOL! Iko and Thorne are the constant source of humor in this book, I love them both! I also liked the romance between Scarlet and Wolf (sorry, no Kai-Cinder romance this time) 
 Wolf's expression iced over and he looked away. His tone became uneasy again. ""I know you must want nothing to do with me. I don't blame you."" Wolf scrunched up his shoulders, and met her with an expression full of regret. ""But you're the only one, Scarlet. You'll always be the only one."" 
 Her pulse fluttered. ""Wolf--"" 
 ""I know. We met less than a week ago and in that time I've done nothing but lie and cheat and betray you. I know. But if you give me a chance ... all I want is to protect you. To be near you. For as long as I'm able."" 
 Awww, these two are so cute they made Iko blush--- 
 ""Maybe next time we're on Earth you can pick up some sensors? I feel like I'm eavesdropping having the audio on all the time. It's becoming awkward."" 
 ""Awkward?"" 
 The running lights brightened, reminding Cinder of a blush. She wondered if it was intentional. 
 ""Scarlet and Wolf are saying gushy things in the galley,"" Iko said. ""Normally I like gushy things, but it's different when it's real people. I prefer the net dramas."" 
 LOL Iko! Anyway, like what I've said no Kai-Cinder romance this time. I felt bad for Kai because he's confused and unprepared for the events that occurred. He felt so betrayed for what Cinder did, even more when he found out that Dr. Erland somehow assisted with Cinder's escape. I hope everything works out between them on the next book. 
 I have to add that I liked Chapter 45! Meyer added Queen Levana's POV. Even though it was only a chapter, we get to be inside her head to learn her motivations and fears. Yep, I had to use Lana Parilla's evil queen image from Once Upon A Time because I think she's perfect for the role of Queen Levana. =D 
 Scarlet is fast-paced, engaging and action packed sci-fi romance. With how things ended, I'm expecting more action in the next book. It pains me to know that Cress wont be available until next year, however i'm excited because my favorite fairy tale character will be featured on the next book: 
 Rapunzel and Cinder in Sahara!!! I can't wait to read it!!! 
 PS. Before reading this book, I recommend that you guys read The Queen's Army for you to better understand Wolf's background and his behavior.",Wed Aug 29 22:33:36 -0700 2012,Wed Feb 05 09:16:47 -0800 2014,Sun Feb 10 00:00:00 -0800 2013,Wed Feb 06 00:00:00 -0800 2013,4,2,1
b9450d1c1f97f891c392b1105959b56e,8158992,5eacc7c4002abac91c2dbdde824ac847,"REVIEW CONTAIN SPOILERS! 
 Just like any other Immortals After the Dark fan, I've been counting the days for the release of this book. So when it came out two days go, I immediately read it and pull an all-nighter to finish the book. It was entertaining. I was able to keep my eyes open and finish the book until three in the morning. However, there are some things about the new IAD book that I find disappointing. 
 One. 
 The cover. I know, do not judge the book by its cover... blah blah blah, but if you've been reading the series for quite some time, covers are important! When the cover was revealed, I was a tad disappointed. Still, I love the Lykaes and I kept my fingers cross that the content will compensate for the not-so appealing cover. Unfortunately, it didn't. 
 Two. 
 The characters. Like I said, I loved the Lykae heroes on the IAD series but Uilleam is probably an exception. Ugh, he was very stubborn and cruel. I can't stomach what he did to Chloe, he's such a jerk! Chloe's character on the other hand, was very promising. I liked her in the beginning. She's physically strong (she's a professional soccer player), independent and doesn't take shit from no one. However, when her true nature was revealed, she changed completely. From Ms. Athletic and Independent, she became Ms. Pathetic Succubus. Her situation was frustrating because other than dying, her only choice is to stick with Uilleam. She couldn't leave because everyone in the Lore wants a piece of her-being Webb's daughter and all. Also, her Succubus nature made her dependent to Will: No sex, she dies; sex with an unwilling man, she dies. I'm not kidding! She's probably the most helpless heroine in the entire IAD series. 
 Three. 
 The story. MacRieve is mediocre compared to other IAD books. It's pretty straight forward and a little predictable. It revolved mainly on Chloe -Will romance, and Will's traumatic past. I find the conflict resolution anticlimactic. The book left me dissatisfied and it felt like the book was just a filler or a novella despite it's total word count. It's definitely not your usual KC novel. Compared to it's predecessor Lothaire, it lacks action, complex story line and shocking plot twists. I think MacRieve was not intended as a stand alone novel, you'll definitely get lost if you haven't read the earlier books in the series. 
 If there's one thing I absolutely enjoyed in this book, it's definitely Nix' cameo. She's one of my favorite character in the entire IAD series and I'm truly grateful that she appeared in the first few chapters in the book. She's so funny! I love her SLUT shirt. 
 I still think that KC is one of the best paranormal romance author out there. I have no complaints about her writing, and I will continue reading her books-- fillers or not. Honestly, MacRieve isn't that bad, thus the 3-star rating. However, if you've read Lothaire before reding this, it's hard not to be disappointed. Lothaire was a really good read! Hopefully, the next book will be better than this one.",Mon Aug 27 07:24:54 -0700 2012,Sat Jul 06 10:00:34 -0700 2013,Wed Jul 03 00:00:00 -0700 2013,Tue Jul 02 00:00:00 -0700 2013,2,2,1
